thr,TN,FP,FN,TP,recall,spec,prec,npv,acc,bal,f1
0.825,220,11,87,60,0.40816326530612246,0.9523809523809523,0.8450704225352113,0.7166123778501629,0.7407407407407407,0.6802721088435374,0.5504587155963303
0.83,221,10,88,59,0.4013605442176871,0.9567099567099567,0.855072463768116,0.7152103559870551,0.7407407407407407,0.679035250463822,0.5462962962962963
0.835,223,8,89,58,0.3945578231292517,0.9653679653679653,0.8787878787878788,0.7147435897435898,0.7433862433862434,0.6799628942486085,0.5446009389671361
0.84,223,8,92,55,0.3741496598639456,0.9653679653679653,0.873015873015873,0.707936507936508,0.7354497354497355,0.6697588126159555,0.5238095238095238
0.845,223,8,94,53,0.36054421768707484,0.9653679653679653,0.8688524590163934,0.7034700315457413,0.7301587301587301,0.6629560915275201,0.5096153846153846
0.8499999999999999,223,8,97,50,0.3401360544217687,0.9653679653679653,0.8620689655172413,0.696875,0.7222222222222222,0.652752009894867,0.4878048780487805
0.8549999999999999,223,8,99,48,0.32653061224489793,0.9653679653679653,0.8571428571428571,0.6925465838509317,0.716931216931217,0.6459492888064317,0.4729064039408867
0.8599999999999999,225,6,103,44,0.29931972789115646,0.974025974025974,0.88,0.6859756097560976,0.7116402116402116,0.6366728509585653,0.4467005076142132
0.8649999999999999,225,6,104,43,0.2925170068027211,0.974025974025974,0.8775510204081632,0.6838905775075987,0.708994708994709,0.6332714904143475,0.4387755102040816
0.8699999999999999,225,6,105,42,0.2857142857142857,0.974025974025974,0.875,0.6818181818181818,0.7063492063492064,0.6298701298701299,0.4307692307692308
0.8749999999999999,225,6,105,42,0.2857142857142857,0.974025974025974,0.875,0.6818181818181818,0.7063492063492064,0.6298701298701299,0.4307692307692308
0.8799999999999999,225,6,107,40,0.272108843537415,0.974025974025974,0.8695652173913043,0.677710843373494,0.701058201058201,0.6230674087816945,0.41450777202072536
0.8849999999999999,225,6,110,37,0.25170068027210885,0.974025974025974,0.8604651162790697,0.6716417910447762,0.6931216931216931,0.6128633271490415,0.3894736842105263
0.8899999999999999,225,6,111,36,0.24489795918367346,0.974025974025974,0.8571428571428571,0.6696428571428571,0.6904761904761905,0.6094619666048238,0.38095238095238093
0.8949999999999999,226,5,112,35,0.23809523809523808,0.9783549783549783,0.875,0.6686390532544378,0.6904761904761905,0.6082251082251082,0.37433155080213903
0.8999999999999999,226,5,113,34,0.23129251700680273,0.9783549783549783,0.8717948717948718,0.6666666666666666,0.6878306878306878,0.6048237476808905,0.3655913978494624
0.9049999999999999,226,5,113,34,0.23129251700680273,0.9783549783549783,0.8717948717948718,0.6666666666666666,0.6878306878306878,0.6048237476808905,0.3655913978494624
0.9099999999999999,226,5,116,31,0.2108843537414966,0.9783549783549783,0.8611111111111112,0.6608187134502924,0.6798941798941799,0.5946196660482375,0.33879781420765026
0.9149999999999999,227,4,117,30,0.20408163265306123,0.9826839826839827,0.8823529411764706,0.6598837209302325,0.6798941798941799,0.5933828076685219,0.3314917127071823
0.9199999999999999,227,4,118,29,0.19727891156462585,0.9826839826839827,0.8787878787878788,0.6579710144927536,0.6772486772486772,0.5899814471243043,0.32222222222222224
0.9249999999999999,228,3,119,28,0.19047619047619047,0.987012987012987,0.9032258064516129,0.6570605187319885,0.6772486772486772,0.5887445887445888,0.3146067415730337
